qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.07560300827026367,0.14080214500427246,0.14148497581481934,0.15544915199279785,0.14866304397583008,0.1682119369506836,0.05154085159301758
0.07912802696228027,0.1380000114440918,0.14871501922607422,0.14966297149658203,0.15025711059570312,0.16767191886901855,0.05116105079650879
0.07732725143432617,0.14120912551879883,0.14287590980529785,0.1683821678161621,0.15039920806884766,0.16742897033691406,0.051383018493652344
0.07248115539550781,0.14835405349731445,0.14246082305908203,0.16756296157836914,0.1471409797668457,0.1678330898284912,0.05117607116699219
0.07389211654663086,0.14063787460327148,0.14919495582580566,0.14360332489013672,0.14912819862365723,0.16736626625061035,0.05335402488708496
0.0714879035949707,0.14506125450134277,0.14073705673217773,0.15408587455749512,0.14368796348571777,0.1677539348602295,0.0529482364654541
0.07194399833679199,0.14897608757019043,0.14023995399475098,0.1442270278930664,0.15152192115783691,0.16682219505310059,0.05386495590209961
0.08191895484924316,0.14536404609680176,0.13479876518249512,0.16148090362548828,0.14722490310668945,0.16570115089416504,0.051217079162597656
0.07193708419799805,0.13693594932556152,0.14989495277404785,0.15578913688659668,0.15439105033874512,0.1673111915588379,0.05191397666931152
0.07622981071472168,0.14346098899841309,0.1398007869720459,0.1523301601409912,0.14693498611450195,0.16713809967041016,0.05970001220703125
0.08874320983886719,0.14713716506958008,0.13850021362304688,0.14901089668273926,0.14714694023132324,0.1675562858581543,0.05171799659729004
0.07714700698852539,0.13376402854919434,0.14173603057861328,0.15259385108947754,0.15316414833068848,0.17401814460754395,0.05122494697570801
0.07942771911621094,0.14708709716796875,0.14128780364990234,0.14357709884643555,0.14905405044555664,0.16831684112548828,0.05206799507141113
0.08117103576660156,0.1569678783416748,0.1381981372833252,0.1438157558441162,0.14471697807312012,0.16911888122558594,0.05247211456298828
0.07639503479003906,0.14542818069458008,0.1429910659790039,0.15787887573242188,0.14857125282287598,0.16699886322021484,0.052609920501708984
0.07858920097351074,0.14541101455688477,0.15351104736328125,0.14877796173095703,0.15064191818237305,0.1722090244293213,0.051306962966918945
0.07788586616516113,0.18506503105163574,0.14175796508789062,0.15314888954162598,0.14996910095214844,0.166733980178833,0.05427813529968262
0.0807199478149414,0.13692092895507812,0.14252185821533203,0.14872407913208008,0.1452949047088623,0.16764497756958008,0.05123496055603027
0.07958388328552246,0.15334415435791016,0.1465930938720703,0.1525721549987793,0.1475677490234375,0.16802096366882324,0.053308725357055664
0.08431816101074219,0.13821077346801758,0.14308619499206543,0.14444494247436523,0.15938186645507812,0.16649603843688965,0.05166125297546387
0.0764620304107666,0.19726800918579102,0.14479899406433105,0.15760517120361328,0.14793610572814941,0.1673731803894043,0.05162191390991211
0.08022713661193848,0.13551831245422363,0.1402418613433838,0.15418291091918945,0.151015043258667,0.16703581809997559,0.050965070724487305
0.07827496528625488,0.1430959701538086,0.15310215950012207,0.1580638885498047,0.14764904975891113,0.16785597801208496,0.051529884338378906
0.0816187858581543,0.1506648063659668,0.13881492614746094,0.1641988754272461,0.1549077033996582,0.16845107078552246,0.054765939712524414
0.07400822639465332,0.14158916473388672,0.1390399932861328,0.15113425254821777,0.1486508846282959,0.16945385932922363,0.05289816856384277
0.07417798042297363,0.1430349349975586,0.15717387199401855,0.14784693717956543,0.14969110488891602,0.16591691970825195,0.051162004470825195
0.08275580406188965,0.15480804443359375,0.15552520751953125,0.16205692291259766,0.14942026138305664,0.17031311988830566,0.05156397819519043
0.08689999580383301,0.14980006217956543,0.14835405349731445,0.15117907524108887,0.14503097534179688,0.16859197616577148,0.05415916442871094
0.07497906684875488,0.14278817176818848,0.15658974647521973,0.15640497207641602,0.14731216430664062,0.16793608665466309,0.09489703178405762
0.07497215270996094,0.14403796195983887,0.14783382415771484,0.16606903076171875,0.1468350887298584,0.16923904418945312,0.09084916114807129
0.07320809364318848,0.15001535415649414,0.1947641372680664,0.14802289009094238,0.1448221206665039,0.16852998733520508,0.0671539306640625
0.0742330551147461,0.1440279483795166,0.1425309181213379,0.15561199188232422,0.15336918830871582,0.1667637825012207,0.05770111083984375
0.09409379959106445,0.13884496688842773,0.153764009475708,0.15048599243164062,0.14468026161193848,0.167097806930542,0.05542778968811035
